sex,region,age,yrsexp,salary
1,3.0,42,24.0,45291.0
1,3.0,41,19.0,29000.0
1,3.0,35,16.0,35000.0
1,2.0,36,10.0,30000.0
1,3.0,55,36.0,21300.0
1,2.0,50,31.0,33489.0
1,1.0,37,14.0,44000.0
1,2.0,34,16.0,43750.0
1,2.0,29,6.0,32000.0
1,4.0,61,32.0,42000.0
1,3.0,40,20.0,23000.0
1,2.0,52,24.0,38000.0
1,4.0,29,7.0,30000.0
1,3.0,40,22.0,11000.0
1,3.0,25,7.0,12000.0
1,2.0,39,1.0,40000.0
1,3.0,57,38.0,30000.0
1,3.0,43,24.0,29000.0
1,1.0,53,34.0,48000.0
1,3.0,30,10.0,33000.0
1,2.0,43,18.0,32000.0
1,3.0,60,42.0,15000.0
1,3.0,44,23.0,47000.0
1,2.0,29,11.0,23000.0
1,1.0,38,15.0,38000.0
1,2.0,37,13.0,49248.0
1,3.0,32,11.0,26000.0
1,2.0,59,41.0,14000.0
1,3.0,45,27.0,18000.0
1,1.0,29,10.0,14112.0
1,3.0,29,7.0,48000.0
1,4.0,29,11.0,13700.0
1,2.0,58,40.0,22700.0
1,2.0,42,22.0,32000.0
1,1.0,34,14.0,16700.0
1,4.0,27,9.0,26000.0
1,2.0,25,6.0,16000.0
1,2.0,46,28.0,21000.0
1,1.0,36,17.0,34000.0
1,3.0,49,25.0,40600.0
1,2.0,43,20.0,26600.0
1,4.0,46,28.0,14667.0
1,1.0,39,21.0,45000.0
1,3.0,54,32.0,15000.0
1,2.0,31,13.0,20400.0
1,4.0,38,20.0,31927.0
1,3.0,38,13.0,42000.0
1,3.0,38,20.0,21715.0
1,2.0,31,12.0,27000.0
1,3.0,39,14.0,44000.0
1,3.0,38,19.0,48000.0
1,4.0,55,31.0,46000.0
1,3.0,27,5.0,15300.0
1,1.0,47,29.0,25000.0
1,3.0,64,41.0,23000.0
1,3.0,43,25.0,19498.0
1,2.0,27,5.0,44000.0
1,1.0,25,7.0,34315.0
1,1.0,45,21.0,32240.0
1,3.0,26,8.0,20800.0
1,4.0,47,26.0,45000.0
1,2.0,54,28.0,40100.0
1,1.0,31,8.0,30000.0
1,3.0,47,24.0,36000.0
1,3.0,33,11.0,42000.0
1,3.0,53,27.0,22000.0
1,1.0,28,10.0,20000.0
1,1.0,40,21.0,41500.0
1,2.0,49,22.0,27000.0
1,2.0,46,28.0,29000.0
1,3.0,53,35.0,16385.0
1,3.0,33,15.0,23000.0
1,3.0,46,23.0,37000.0
1,3.0,57,39.0,14300.0
1,3.0,28,10.0,27400.0
1,3.0,36,16.0,29000.0
1,3.0,30,10.0,33000.0
1,4.0,28,9.0,22000.0
1,4.0,44,25.0,46500.0
1,2.0,57,32.0,28000.0
1,1.0,28,7.0,31500.0
1,3.0,39,16.0,36080.0
1,3.0,46,21.0,35900.0
1,1.0,27,9.0,32000.0
1,3.0,41,22.0,44000.0
1,2.0,53,35.0,28500.0
1,1.0,57,36.0,13000.0
1,3.0,30,12.0,39950.0
1,1.0,31,13.0,35311.0
1,4.0,27,6.0,24000.0
1,1.0,38,16.0,30000.0
1,3.0,46,28.0,39000.0
1,3.0,29,10.0,32800.0
1,3.0,38,19.0,48000.0
1,3.0,59,5.0,13200.0
1,2.0,42,23.0,23000.0
1,3.0,40,22.0,12000.0
1,4.0,54,35.0,17000.0
1,3.0,62,36.0,44000.0
1,2.0,41,16.0,49000.0
1,2.0,47,26.0,18260.0
1,2.0,49,31.0,12000.0
1,3.0,47,24.0,40000.0
1,2.0,44,20.0,45000.0
1,2.0,32,14.0,48000.0
1,2.0,43,23.0,38000.0
1,2.0,45,27.0,14040.0
1,2.0,43,25.0,45000.0
1,2.0,27,6.0,15200.0
1,1.0,61,36.0,25000.0
1,2.0,46,22.0,32000.0
1,3.0,54,35.0,29000.0
1,3.0,53,35.0,29750.0
1,4.0,59,38.0,18000.0
1,2.0,39,16.0,25000.0
1,2.0,51,25.0,29200.0
1,3.0,31,8.0,26000.0
1,2.0,63,40.0,34000.0
1,2.0,29,5.0,37500.0
1,3.0,30,12.0,32500.0
1,3.0,25,4.0,24600.0
1,1.0,61,29.0,48000.0
1,2.0,42,19.0,48000.0
1,3.0,57,32.0,42000.0
1,2.0,25,7.0,45000.0
1,2.0,35,12.0,20000.0
1,3.0,26,7.0,28422.0
1,2.0,38,15.0,19000.0
1,3.0,44,26.0,32000.0
1,3.0,27,7.0,42000.0
1,1.0,33,11.0,34000.0
1,3.0,44,25.0,22041.0
1,2.0,52,34.0,17000.0
1,3.0,31,10.8862361907959,33320.0
1,1.0,58,32.0,45000.0
1,2.0,37,18.0,17900.0
1,4.0,32,12.0,34000.0
1,1.0,26,7.0,18300.0
1,1.0,32,11.0,49000.0
1,3.0,26,8.0,14000.0
1,3.0,52,29.0,39000.0
1,4.0,36,14.0,45000.0
1,2.0,50,32.0,32500.0
1,3.0,34,5.0,26000.0
1,2.0,32,14.0,19000.0
1,3.0,31,13.0,31580.0
1,4.0,48,29.0,18500.0
1,3.0,37,13.0,29000.0
1,3.0,39,19.0,12000.0
1,3.0,52,29.0,25000.0
1,2.0,25,7.0,26500.0
1,2.0,36,18.0,29000.0
1,3.0,30,12.0,21900.0
1,2.0,37,11.0,25500.0
1,3.0,33,14.0,16000.0
1,2.0,64,41.0,44000.0
1,3.0,35,11.0,16800.0
1,2.0,39,17.0,23000.0
1,3.0,26,5.0,29000.0
1,1.0,36,11.0,26000.0
1,4.0,37,19.0,23500.0
1,2.0,46,28.0,46525.0
1,3.0,41,22.0,34000.0
1,3.0,37,18.0,25000.0
1,3.0,33,15.0,35000.0
1,3.0,40,16.0,47000.0
1,2.0,25,4.0,40000.0
1,1.0,48,28.0,27000.0
1,4.0,45,27.0,25000.0
1,4.0,30,10.0,14000.0
1,2.0,31,13.0,17000.0
1,2.0,29,9.0,17000.0
1,2.0,47,23.0,26300.0
1,3.0,28,9.0,37000.0
1,2.0,59,33.0,34731.0
1,2.0,45,24.0,25000.0
1,1.0,25,7.0,17500.0
1,2.0,39,20.0,32000.0
1,2.0,53,20.0,33320.0
1,2.0,41,12.0,35000.0
1,2.0,29,11.0,24000.0
1,3.0,47,29.0,38000.0
1,1.0,27,7.0,36591.0
1,3.0,32,10.0,35000.0
1,2.0,52,34.0,17300.0
1,3.0,30,11.0,12500.0
1,3.0,44,25.0,22900.0
1,3.0,27,9.0,48000.0
1,4.0,53,32.0,40000.0
1,3.0,28,7.0,18000.0
1,3.0,54,29.0,47583.0
1,3.0,26,2.0,45000.0
1,2.0,43,23.0,24000.0
1,1.0,42,23.0,15000.0
1,4.0,54,30.0,41000.0
1,4.0,34,15.0,20000.0
1,2.0,53,35.0,23340.0
1,2.0,46,28.0,22048.0
1,3.0,28,1.0,24000.0
1,3.0,27,9.0,26700.0
1,1.0,55,37.0,23092.0
1,3.0,40,22.0,14000.0
1,1.0,32,11.0,32000.0
1,3.0,29,11.0,14300.0
1,4.0,41,23.0,22500.0
1,3.0,32,4.0,46000.0
1,2.0,33,1.0,20000.0
1,1.0,29,9.0,30000.0
1,3.0,33,15.0,25000.0
1,1.0,31,10.0,17000.0
1,1.0,58,40.0,25000.0
1,3.0,28,10.0,20500.0
1,2.0,42,20.0,35000.0
1,2.0,34,16.0,10040.0
1,3.0,40,17.0,40000.0
1,3.0,30,12.0,11000.0
1,3.0,32,14.0,10200.0
1,3.0,26,8.0,31000.0
1,4.0,52,33.0,45700.0
1,3.0,28,9.0,11955.0
1,3.0,27,6.0,25000.0
1,1.0,55,31.0,41000.0
1,4.0,32,14.0,11000.0
1,3.0,51,24.0,16000.0
1,1.0,33,14.0,40000.0
1,3.0,29,11.0,12000.0
1,1.0,59,34.0,32000.0
1,3.0,27,7.0,44400.0
1,3.0,38,14.0,39000.0
1,2.0,59,37.0,13000.0
1,2.0,56,35.0,30000.0
1,3.0,34,16.0,21000.0
1,3.0,55,32.0,43000.0
1,2.0,28,9.0,38000.0
1,3.0,45,22.0,30000.0
1,2.0,35,16.0,20000.0
1,4.0,32,13.0,42000.0
1,2.0,33,15.0,40900.0
1,2.0,27,7.0,33000.0
1,2.0,51,32.0,27000.0
1,2.0,30,9.0,14000.0
1,4.0,30,7.0,30000.0
1,1.0,26,8.0,14000.0
1,3.0,33,13.0,35000.0
1,1.0,34,15.0,15000.0
1,2.0,34,10.0,42500.0
1,3.0,32,10.0,27000.0
1,3.0,30,8.0,24000.0
1,3.0,36,16.0,27000.0
1,2.0,28,10.0,22440.0
1,3.0,37,14.0,30500.0
1,2.0,37,19.0,12000.0
1,2.0,43,13.0,33000.0
1,2.0,63,39.0,12000.0
1,2.0,39,21.0,24079.0
1,1.0,41,21.0,46000.0
1,2.0,27,9.0,32000.0
1,1.0,30,10.0,29000.0
1,3.0,39,12.0,23050.0
1,2.0,52,29.0,26000.0
1,4.0,28,10.0,30000.0
1,4.0,42,23.0,30000.0
1,4.0,45,26.0,48956.0
1,2.0,33,11.0,45500.0
1,3.0,25,7.0,15000.0
1,4.0,46,23.0,47000.0
1,3.0,35,17.0,46000.0
1,4.0,52,34.0,28000.0
1,3.0,32,11.0,48000.0
1,2.0,31,11.0,11000.0
1,2.0,53,34.0,32000.0
1,3.0,25,2.0,26000.0
1,3.0,33,10.0,29950.0
1,3.0,33,15.0,25000.0
1,2.0,31,13.0,30396.0
1,4.0,56,34.0,18500.0
1,3.0,36,13.0,41000.0
1,2.0,35,13.0,41400.0
1,2.0,57,33.0,45647.0
1,1.0,41,22.0,36860.0
1,3.0,25,7.0,20050.0
1,3.0,45,24.0,37000.0
1,1.0,44,20.0,40000.0
1,4.0,33,15.0,45000.0
1,3.0,29,11.0,22000.0
1,1.0,33,15.0,44000.0
1,2.0,59,41.0,16600.0
1,2.0,51,26.0,41000.0
1,4.0,38,15.0,29211.0
1,3.0,28,6.0,23760.0
1,2.0,32,14.0,18000.0
1,2.0,32,13.0,40000.0
1,1.0,42,24.0,37061.0
1,3.0,25,7.0,29000.0
1,2.0,27,9.0,10300.0
1,3.0,59,40.0,23165.0
1,3.0,61,40.0,17000.0
1,3.0,38,17.0,42000.0
1,4.0,56,38.0,29000.0
1,2.0,54,28.0,24274.0
1,2.0,28,10.0,29000.0
1,3.0,46,28.0,35800.0
1,3.0,49,24.0,29891.0
1,2.0,32,11.0,20400.0
1,2.0,34,16.0,25176.0
1,3.0,51,27.0,33516.0
1,3.0,33,10.0,12000.0
1,4.0,42,20.0,48000.0
1,3.0,49,28.0,15000.0
1,3.0,33,12.0,13000.0
1,2.0,34,13.0,30000.0
1,3.0,39,21.0,18000.0
1,4.0,46,23.0,38000.0
1,4.0,36,12.0,30000.0
1,2.0,58,32.0,21350.0
1,3.0,40,22.0,40000.0
1,1.0,44,23.0,26000.0
1,4.0,26,6.0,13600.0
1,1.0,26,8.0,43307.0
1,2.0,28,8.0,39500.0
1,2.0,33,9.0,46000.0
1,3.0,35,17.0,12000.0
1,4.0,58,34.0,14000.0
1,1.0,50,32.0,22300.0
1,3.0,33,13.0,21000.0
1,2.0,28,7.0,15000.0
1,3.0,33,13.0,28683.0
1,3.0,34,11.0,37500.0
1,3.0,43,25.0,21000.0
1,3.0,36,17.0,21000.0
1,3.0,25,7.0,16000.0
1,2.0,42,23.0,20000.0
1,2.0,28,3.0,36000.0
1,3.0,34,15.0,21000.0
1,4.0,56,32.0,42361.0
1,3.0,48,25.0,36000.0
1,2.0,26,7.0,19000.0
1,1.0,30,7.0,48000.0
1,3.0,41,22.0,40000.0
1,3.0,60,42.0,10058.0
1,3.0,45,25.0,28800.0
1,2.0,58,31.0,21000.0
1,3.0,40,15.0,42000.0
1,3.0,25,4.0,40000.0
1,3.0,35,17.0,22500.0
1,4.0,28,10.0,33500.0
1,3.0,43,24.0,48600.0
1,3.0,48,30.0,38912.0
1,3.0,34,14.0,15000.0
1,3.0,46,21.0,37400.0
1,2.0,27,9.0,46000.0
1,3.0,55,36.0,29000.0
1,1.0,29,11.0,44000.0
1,3.0,30,12.0,28000.0
1,1.0,62,39.0,40000.0
1,1.0,47,29.0,16000.0
1,3.0,34,16.0,13000.0
1,1.0,34,16.0,37400.0
1,3.0,30,12.0,26379.0
1,3.0,33,15.0,26000.0
1,4.0,45,27.0,44000.0
1,3.0,41,22.0,14300.0
1,2.0,48,21.0,25000.0
1,3.0,35,13.0,25800.0
1,3.0,30,10.0,31000.0
1,4.0,50,26.0,39000.0
1,1.0,36,18.0,25000.0
1,3.0,41,22.0,24000.0
1,4.0,61,36.0,14847.0
1,1.0,28,10.0,23000.0
1,4.0,45,22.0,29000.0
1,3.0,55,31.0,17600.0
1,2.0,59,34.0,36100.0
1,2.0,42,1.0,35000.0
1,2.0,51,31.0,14000.0
1,2.0,49,28.0,29000.0
1,2.0,63,40.0,11700.0
1,3.0,32,14.0,16000.0
1,2.0,43,25.0,24000.0
1,2.0,40,21.0,30000.0
1,3.0,52,34.0,30000.0
1,3.0,28,7.0,48409.0
1,3.0,37,19.0,30000.0
1,3.0,40,20.0,19000.0
1,1.0,59,40.0,14000.0
1,3.0,35,15.0,26000.0
1,1.0,34,16.0,26820.0
1,3.0,40,19.0,21600.0
1,1.0,34,10.0,48500.0
1,1.0,46,20.0,47000.0
1,1.0,34,13.0,27000.0
1,3.0,36,18.0,43000.0
1,2.0,36,8.0,12000.0
1,3.0,62,44.0,46000.0
1,3.0,30,10.0,25500.0
1,4.0,34,13.0,48000.0
1,1.0,26,8.0,21300.0
1,2.0,47,29.0,25625.0
1,3.0,59,41.0,21000.0
1,2.0,26,7.0,19000.0
1,1.0,46,22.0,37400.0
1,2.0,60,36.0,22000.0
1,1.0,27,9.0,13500.0
1,3.0,45,22.0,24000.0
1,4.0,41,23.0,47000.0
1,2.0,33,9.0,47000.0
1,3.0,27,5.0,13000.0
1,1.0,45,26.0,19000.0
1,2.0,36,18.0,48000.0
1,2.0,31,11.0,40000.0
1,4.0,42,15.0,35000.0
1,1.0,33,15.0,44000.0
1,3.0,27,8.0,45000.0
1,3.0,32,12.0,29000.0
1,3.0,26,6.0,15200.0
1,2.0,28,6.0,48000.0
1,1.0,34,10.0,40000.0
1,3.0,39,20.0,36500.0
1,2.0,45,20.0,46000.0
1,3.0,28,10.0,12000.0
1,3.0,49,30.0,16000.0
1,2.0,29,8.0,42000.0
1,3.0,42,19.0,17706.0
1,3.0,26,8.0,18000.0
1,3.0,47,27.0,21000.0
1,4.0,28,8.0,48000.0
1,1.0,35,17.0,40000.0
1,1.0,34,16.0,23000.0
1,3.0,28,7.0,41000.0
1,3.0,40,18.0,20000.0
1,2.0,59,36.0,34000.0
1,3.0,44,24.0,36000.0
1,3.0,35,16.0,33000.0
1,3.0,28,8.0,30000.0
1,2.0,53,35.0,40000.0
1,3.0,26,8.0,10900.0
1,1.0,31,9.0,30000.0
1,2.0,53,35.0,17500.0
1,3.0,27,8.0,21000.0
1,3.0,36,13.0,34000.0
1,2.0,31,12.0,40000.0
1,1.0,56,36.0,42000.0
2,3.0,35,8.0,11300.0
2,2.0,26,4.0,28500.0
2,3.0,45,22.0,49800.0
2,1.0,30,10.0,26000.0
2,3.0,55,15.0,35000.0
2,3.0,49,25.0,35000.0
2,1.0,46,23.0,15000.0
2,1.0,28,2.0,35000.0
2,2.0,44,25.0,33900.0
2,3.0,56,27.0,24000.0
2,1.0,46,16.0,40778.0
2,4.0,38,19.0,44000.0
2,2.0,29,11.0,15500.0
2,3.0,36,13.0,12000.0
2,3.0,43,25.0,18000.0
2,3.0,27,9.0,41500.0
2,2.0,31,13.0,25000.0
2,4.0,50,26.0,22000.0
2,4.0,50,19.0,20000.0
2,4.0,60,38.0,28800.0
2,3.0,33,12.0,45000.0
2,3.0,32,10.0,43200.0
2,1.0,27,9.0,17000.0
2,2.0,49,30.0,18000.0
2,2.0,48,28.0,48000.0
2,3.0,29,11.0,39800.0
2,2.0,57,33.0,24000.0
2,2.0,26,8.0,49000.0
2,2.0,38,16.0,34300.0
2,3.0,51,13.0,11044.0
2,3.0,31,8.0,20000.0
2,3.0,34,15.0,19906.0
2,3.0,53,13.0,33227.0
2,2.0,36,18.0,32000.0
2,2.0,48,22.0,49600.0
2,2.0,44,25.0,14000.0
2,1.0,27,8.0,45500.0
2,2.0,32,10.0,29000.0
2,3.0,34,12.0,35900.0
2,3.0,35,15.0,18200.0
2,2.0,61,34.0,48000.0
2,4.0,45,27.0,26500.0
2,4.0,59,31.0,35000.0
2,2.0,46,19.0,22000.0
2,2.0,45,17.0,13000.0
2,4.0,49,30.0,35000.0
2,3.0,50,22.0,17000.0
2,3.0,34,15.0,20200.0
2,1.0,31,9.0,48000.0
2,1.0,25,7.0,10192.0
2,3.0,39,21.0,25550.0
2,4.0,47,14.0,36800.0
2,3.0,53,33.0,21840.0
2,3.0,41,16.0,48000.0
2,3.0,25,2.0,29500.0
2,4.0,45,22.0,45000.0
2,2.0,46,27.0,12000.0
2,3.0,32,13.0,29000.0
2,3.0,28,5.0,35000.0
2,3.0,54,9.0,24000.0
2,2.0,42,12.0,15000.0
2,2.0,38,20.0,42000.0
2,4.0,52,28.0,22000.0
2,3.0,47,21.0,14000.0
2,2.0,34,11.0,32000.0
2,2.0,36,15.0,11000.0
2,1.0,30,12.0,15000.0
2,3.0,40,16.0,28000.0
2,3.0,51,27.0,37000.0
2,3.0,30,11.0,30000.0
2,3.0,33,13.0,18000.0
2,1.0,50,23.0,23000.0
2,1.0,37,16.0,48000.0
2,3.0,39,12.0,22000.0
2,3.0,28,10.0,25000.0
2,3.0,57,34.0,25000.0
2,2.0,49,18.0,22000.0
2,4.0,49,25.0,49000.0
2,3.0,27,8.0,21000.0
2,2.0,44,25.0,40000.0
2,4.0,28,10.0,40000.0
2,2.0,52,29.0,13000.0
2,4.0,43,24.0,13000.0
2,1.0,43,9.0,18083.0
2,1.0,47,22.0,25000.0
2,3.0,44,24.0,41813.0
2,2.0,44,6.0,18000.0
2,2.0,58,25.0,22000.0
2,4.0,56,26.0,17000.0
2,3.0,29,8.0,20000.0
2,3.0,31,11.0,18000.0
2,4.0,46,17.0,23800.0
2,3.0,41,18.0,27000.0
2,4.0,49,24.0,35000.0
2,2.0,41,18.0,31000.0
2,3.0,53,10.0,13137.0
2,3.0,37,16.0,28000.0
2,2.0,54,31.0,12000.0
2,1.0,32,9.0,16000.0
2,3.0,27,7.0,10585.0
2,3.0,40,20.0,19500.0
2,4.0,29,10.0,35000.0
2,3.0,38,20.0,17000.0
2,3.0,61,35.0,25000.0
2,3.0,34,15.0,27000.0
2,1.0,33,10.0,25000.0
2,3.0,40,13.0,32000.0
2,2.0,38,14.0,45000.0
2,3.0,36,18.0,17665.0
2,3.0,33,15.0,24500.0
2,2.0,43,25.0,24700.0
2,4.0,33,11.0,16000.0
2,4.0,33,14.0,19500.0
2,2.0,28,9.0,45000.0
2,3.0,46,27.0,11000.0
2,4.0,50,25.0,36000.0
2,2.0,35,9.0,45000.0
2,4.0,55,11.0,13000.0
2,2.0,54,35.0,19500.0
2,3.0,51,24.0,20000.0
2,4.0,56,32.0,13000.0
2,3.0,31,13.0,22000.0
2,3.0,56,32.0,16800.0
2,3.0,27,8.0,35000.0
2,4.0,52,27.0,30625.0
2,3.0,46,27.0,24000.0
2,3.0,44,26.0,18222.0
2,3.0,34,14.0,38500.0
2,4.0,60,36.0,45569.0
2,3.0,56,24.0,16000.0
2,1.0,26,7.0,30000.0
2,3.0,40,22.0,45000.0
2,2.0,54,35.0,33800.0
2,1.0,41,23.0,17000.0
2,3.0,30,11.0,30000.0
2,3.0,29,7.0,12000.0
2,2.0,34,14.0,29000.0
2,4.0,60,38.0,25000.0
2,1.0,38,18.0,28000.0
2,2.0,27,9.0,19000.0
2,2.0,42,18.0,33000.0
2,4.0,40,22.0,37000.0
2,3.0,57,34.0,23000.0
2,2.0,50,7.0,32500.0
2,4.0,45,18.0,19000.0
2,2.0,27,6.0,19000.0
2,3.0,48,21.0,40000.0
2,3.0,26,5.0,22000.0
2,4.0,38,18.0,35000.0
2,3.0,50,24.0,23000.0
2,2.0,35,13.0,17000.0
2,3.0,49,18.0,28000.0
2,2.0,39,16.0,25000.0
2,2.0,57,34.0,32000.0
2,3.0,26,8.0,17000.0
2,3.0,48,23.0,32000.0
2,4.0,50,27.0,20000.0
2,3.0,25,6.0,12000.0
2,3.0,30,5.0,29600.0
2,4.0,44,22.0,36500.0
2,3.0,51,23.0,31000.0
2,3.0,28,6.0,39000.0
2,3.0,48,20.0,24000.0
2,1.0,28,10.0,21000.0
2,3.0,34,9.0,14000.0
2,4.0,35,6.0,40000.0
2,2.0,58,14.0,22000.0
2,1.0,38,17.0,29000.0
2,3.0,32,14.0,30000.0
2,3.0,59,39.0,32000.0
2,2.0,50,31.0,45000.0
2,4.0,39,18.0,26000.0
2,3.0,28,10.0,48000.0
2,1.0,28,10.0,12000.0
2,1.0,43,20.0,16125.0
2,2.0,29,6.0,21000.0
2,2.0,51,25.0,13500.0
2,1.0,49,31.0,15000.0
2,3.0,52,34.0,12000.0
2,3.0,27,9.0,12000.0
2,3.0,32,13.0,22000.0
2,2.0,32,11.0,25000.0
2,2.0,50,29.0,38000.0
2,2.0,44,15.0,29000.0
2,4.0,27,8.0,25000.0
2,1.0,27,8.0,16000.0
2,1.0,51,28.0,28000.0
2,2.0,26,8.0,15000.0
2,2.0,56,33.0,11000.0
2,2.0,39,21.0,40000.0
2,2.0,26,8.0,14000.0
2,4.0,29,11.0,24000.0
2,4.0,34,9.0,26000.0
2,3.0,39,5.0,27000.0
2,1.0,42,16.0,13000.0
2,4.0,37,17.0,20000.0
2,2.0,41,12.0,14000.0
2,4.0,37,15.0,12220.0
2,1.0,34,15.0,12000.0
2,3.0,54,30.0,21000.0
2,3.0,60,41.0,22528.0
2,2.0,37,13.0,17000.0
2,3.0,45,26.0,37000.0
2,4.0,45,19.0,21980.0
2,2.0,31,10.0,40000.0
2,3.0,34,15.0,18800.0
2,1.0,33,14.0,28000.0
2,4.0,32,12.0,28000.0
2,3.0,30,11.0,30000.0
2,3.0,31,12.0,34000.0
2,3.0,33,9.0,35000.0
2,1.0,32,10.0,17000.0
2,4.0,32,8.0,20000.0
2,3.0,61,38.0,27000.0
2,3.0,27,9.0,15000.0
2,3.0,31,11.0,24000.0
2,2.0,54,36.0,28000.0
2,2.0,27,9.0,20000.0
2,1.0,55,27.0,13500.0
2,4.0,29,11.0,37000.0
2,3.0,43,18.0,26000.0
2,4.0,27,7.0,31000.0
2,3.0,40,12.0,46000.0
2,4.0,51,20.0,15822.0
2,2.0,52,32.0,30000.0
2,1.0,37,16.0,41000.0
2,3.0,38,11.0,22000.0
2,2.0,35,15.0,31000.0
2,2.0,29,10.0,30000.0
2,4.0,52,31.0,17820.0
2,4.0,41,20.0,33000.0
2,3.0,47,28.0,14000.0
2,3.0,33,13.0,33280.0
2,4.0,50,27.0,40000.0
2,4.0,28,10.0,41000.0
2,3.0,27,6.0,42000.0
2,3.0,30,6.0,16000.0
2,3.0,64,38.0,42000.0
2,2.0,43,12.0,18000.0
2,4.0,33,15.0,16560.0
2,2.0,48,16.0,20000.0
2,3.0,36,18.0,10301.0
2,2.0,49,26.0,18000.0
2,3.0,39,18.0,45000.0
2,4.0,51,22.0,44000.0
2,4.0,25,5.0,42000.0
2,4.0,26,7.0,24000.0
2,3.0,28,9.0,21000.0
2,4.0,54,29.0,23000.0
2,2.0,34,10.0,25000.0
2,3.0,54,26.0,19500.0
2,3.0,53,35.0,18000.0
2,3.0,30,10.0,45000.0
2,1.0,31,12.0,15499.0
2,3.0,50,31.0,39000.0
2,3.0,40,19.0,19000.0
2,3.0,52,29.0,30000.0
2,2.0,56,33.0,43965.0
2,3.0,55,34.0,24552.0
2,3.0,34,11.0,25000.0
2,4.0,53,31.0,46807.0
2,2.0,32,11.0,22500.0
2,4.0,49,19.0,15674.0
2,1.0,31,9.0,11622.0
2,3.0,57,30.0,22000.0
2,3.0,39,13.0,10586.0
2,2.0,54,15.0,35000.0
2,4.0,51,31.0,38100.0
2,4.0,31,13.0,23000.0
2,2.0,27,4.0,12977.0
2,3.0,28,4.0,18000.0
2,2.0,57,18.0,30000.0
2,3.0,62,37.0,49500.0
2,1.0,39,14.0,29000.0
2,2.0,38,18.0,40000.0
2,3.0,44,26.0,45000.0
2,3.0,36,16.0,38000.0
2,1.0,54,14.0,13000.0
2,2.0,61,26.0,21000.0
2,2.0,55,32.0,43000.0
2,4.0,34,10.0,43000.0
2,3.0,36,5.0,11000.0
2,4.0,49,29.0,15000.0
2,1.0,35,14.0,45000.0
2,3.0,30,11.0,11000.0
2,3.0,28,9.0,36000.0
2,3.0,40,21.0,23000.0
2,3.0,30,9.0,14000.0
2,2.0,29,9.0,16000.0
2,2.0,42,6.0,29000.0
2,2.0,27,9.0,20000.0
2,1.0,29,11.0,24000.0
2,2.0,25,6.0,26800.0
2,1.0,52,27.0,26157.0
2,2.0,38,19.0,18000.0
2,2.0,32,14.0,16999.0
2,2.0,60,28.0,21926.0
2,3.0,27,7.0,13000.0
2,3.0,27,4.0,17500.0
2,3.0,50,26.0,21900.0
2,4.0,36,18.0,28000.0
2,2.0,26,6.0,18513.0
2,4.0,46,27.0,37000.0
2,2.0,43,25.0,36000.0
2,4.0,58,32.0,23765.0
2,3.0,37,18.0,23000.0
2,1.0,29,10.0,23000.0
2,3.0,39,16.0,38000.0
2,3.0,35,9.0,40000.0
2,3.0,29,7.0,28125.0
2,4.0,34,10.0,17986.0
2,2.0,49,24.0,32700.0
2,2.0,47,27.0,48000.0
2,1.0,43,18.0,13000.0
2,3.0,51,25.0,43062.0
2,3.0,39,20.0,33182.0
2,2.0,57,20.0,10400.0
2,3.0,44,19.0,42000.0
2,2.0,63,36.0,30000.0
2,3.0,29,5.0,15000.0
2,3.0,43,25.0,27000.0
2,3.0,26,8.0,24000.0
2,3.0,33,14.0,15700.0
2,2.0,44,21.0,15436.0
2,3.0,42,18.0,47000.0
2,3.0,46,26.0,17500.0
2,4.0,41,21.0,37894.0
2,4.0,44,18.0,26500.0
2,3.0,54,15.0,12000.0
2,4.0,55,25.0,14571.0
2,2.0,45,23.0,27000.0
2,2.0,38,13.0,21000.0
2,2.0,27,6.0,48000.0
2,1.0,58,31.0,32000.0
2,1.0,33,12.0,38000.0
2,1.0,38,18.0,14560.0
2,2.0,41,10.0,19500.0
2,1.0,25,6.0,11000.0
2,2.0,27,5.0,48000.0
2,3.0,33,14.0,45000.0
2,2.0,49,31.0,13000.0
2,2.0,30,11.0,33500.0
2,3.0,41,9.0,22000.0
2,3.0,51,22.0,38000.0
2,4.0,36,17.0,12000.0
2,4.0,39,10.0,24000.0
2,4.0,29,9.0,20000.0
2,3.0,28,8.0,36500.0
2,2.0,49,26.0,42000.0
2,3.0,49,25.0,38000.0
2,3.0,38,19.0,49000.0
2,4.0,37,17.0,41000.0
2,3.0,50,27.0,28500.0
2,3.0,25,7.0,12000.0
2,2.0,36,17.0,25000.0
2,2.0,35,11.0,48000.0
2,3.0,25,5.0,33200.0
2,1.0,55,28.0,16000.0
2,2.0,41,21.0,26000.0
2,1.0,27,9.0,16000.0
2,1.0,37,18.0,12000.0
2,1.0,59,31.0,32667.0
2,4.0,27,9.0,46000.0
2,2.0,60,40.0,13000.0
2,3.0,48,28.0,42000.0
2,3.0,39,18.0,29000.0
2,3.0,26,8.0,18500.0
2,3.0,42,24.0,34000.0
2,2.0,46,21.0,30000.0
2,1.0,58,34.0,29500.0
2,3.0,55,36.0,12000.0
2,2.0,26,7.0,28000.0
2,3.0,61,37.0,27500.0
2,3.0,32,12.0,43000.0
2,3.0,60,28.0,26000.0
2,2.0,41,22.0,29000.0
2,2.0,64,43.0,27000.0
2,4.0,43,25.0,37000.0
2,3.0,52,18.0,29000.0
2,1.0,42,20.0,34000.0
